user,text,time,compound analysis,positive analysis,negative analysis,neutral analysis
@FoxNews,.@Ravens President Tells Fans Anthem Protests Hurt Attendance    https://t.co/I51rdwlg45,Sat Dec 23 21:30:43 +0000 2017,-0.6486,0.0,0.431,0.569
@FoxNews,"High school janitor's reaction to surprise Christmas gift goes viral
https://t.co/ejdTV3eJY5",Sat Dec 23 21:29:30 +0000 2017,0.6124,0.357,0.0,0.643
@FoxNews,".@AmbDennisRoss on DOJ review of Hezbollah drug operations: ""It's pretty hard to do good policy when you're operati… https://t.co/yEvo8uQWF7",Sat Dec 23 21:27:00 +0000 2017,0.6908,0.26,0.06,0.681
@FoxNews,"Moments ago, President @realDonaldTrump launched a series of tweets about Andrew McCabe, Deputy Director of the… https://t.co/aP7hJoh0Pu",Sat Dec 23 21:17:12 +0000 2017,0.128,0.091,0.0,0.909
@FoxNews,Democrats For Trump President: My Party Is Suffering from 'Trump Derangement' https://t.co/F4MxGqfl85 https://t.co/wHnvBAFgoj,Sat Dec 23 21:15:03 +0000 2017,-0.1027,0.161,0.185,0.655
@FoxNews,"Allan Smith on a bipartisan agenda in 2018: ""The GOP is pretty much forced to be able to have to do things that are… https://t.co/iizwXHEdYt",Sat Dec 23 21:08:03 +0000 2017,0.0516,0.113,0.106,0.78
@FoxNews,BREAKING NEWS: @WhiteHouse denies @nytimes report that @POTUS made disparaging remarks about immigrants. https://t.co/14zF0TScOY,Sat Dec 23 21:04:31 +0000 2017,-0.7184,0.0,0.333,0.667
@FoxNews,".@RepMattGaetz: ""We have email evidence from Andrew McCabe indicating that @HillaryClinton was going to get a 'HQ S… https://t.co/EolgSf9rF7",Sat Dec 23 20:53:44 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,"Clifford May on @POTUS' national security strategy: ""President @realDonaldTrump believes that we should be leading… https://t.co/a65ZVYjX1x",Sat Dec 23 20:47:22 +0000 2017,0.34,0.138,0.0,0.862
@FoxNews,".@SebGorka: ""We are paying more than 20% of the @UN's budget."" https://t.co/aKlaef4eGw",Sat Dec 23 20:45:02 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,"Death toll for Philippines storm rises to 120, 160 others still missing https://t.co/q4L62fgcp8",Sat Dec 23 20:42:46 +0000 2017,-0.7269,0.0,0.357,0.643
@FoxNews,Democrats For Trump President: My Party Is Suffering from 'Trump Derangement' https://t.co/F4MxGqwWwF https://t.co/Pnbhqc4xr6,Sat Dec 23 20:35:27 +0000 2017,-0.1027,0.161,0.185,0.655
@FoxNews,"It's #Festivus, which means @RandPaul is celebrating with the Airing of Grievances. https://t.co/bWFgX7w9o1 https://t.co/ByVlQsEUdW",Sat Dec 23 20:24:07 +0000 2017,0.296,0.203,0.137,0.659
@FoxNews,Dow so far this year. https://t.co/nIeYJ0RPwb,Sat Dec 23 20:22:25 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,Guy Benson Calls Out Media's 'Near Silence' on @BarackObama- Hezbollah Bombshell Report https://t.co/6v1QhmptJa,Sat Dec 23 20:15:00 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,".@Ravens President Tells Fans Anthem Protests Hurt Attendance
https://t.co/I51rdwlg45",Sat Dec 23 20:10:58 +0000 2017,-0.6486,0.0,0.431,0.569
@FoxNews,".@MikeOzanian: ""Where was the Republican Party when Obama was keeping other secrets of this deal? When he was wiret… https://t.co/N3icNpPKIX",Sat Dec 23 20:08:41 +0000 2017,0.4019,0.124,0.0,0.876
@FoxNews,"Uproar as top MSNBC hosts denounce their own network for firing beloved contributor Joan Walsh for unknown reasons
https://t.co/Po4BEPO2JW",Sat Dec 23 20:07:11 +0000 2017,0.0772,0.205,0.193,0.602
@FoxNews,".@Franklin_Graham: ""I'm so excited that the president isn't afraid to mention the name of Jesus Christ.""… https://t.co/k37E9Nlnzi",Sat Dec 23 20:01:25 +0000 2017,0.4795,0.163,0.0,0.837
@FoxNews,Matt Damon's father dies after long battle with cancer https://t.co/lTefJO6yBz,Sat Dec 23 19:54:06 +0000 2017,-0.7906,0.0,0.467,0.533
@FoxNews,".@AdamKlotzFNC on Christmas Day weather: ""We may see a couple of flurries stretching from DC up towards the Boston… https://t.co/PcL6xG7r5T",Sat Dec 23 19:48:16 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,Iraqi Christians have raised a 30-ft. tall Christmas tree in Baghdad to celebrate both the holiday and the expulsio… https://t.co/ZsLb1yS9b7,Sat Dec 23 19:40:59 +0000 2017,0.7506,0.274,0.0,0.726
@FoxNews,.@BenShapiro reports @Rosie O'Donnell for harassment to see if Twitter favors liberals     https://t.co/Ux9WjmMro2,Sat Dec 23 19:40:07 +0000 2017,-0.3612,0.121,0.212,0.667
@FoxNews,"Cabot Phillips on James Baker reassignment: ""The American people don't trust [the FBI] right now at a high level to… https://t.co/LjAtWIqWe0",Sat Dec 23 19:39:51 +0000 2017,-0.4023,0.0,0.125,0.875
@FoxNews,"Cabot Phillips on James Baker reassignment: ""This doesn't have as much to do with James Baker in some ways as it do… https://t.co/OctRrLJhzi",Sat Dec 23 19:38:05 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,"Antjuan Seawright on James Baker reassignment: ""As the temperature seems to rise and gets a little hotter with the… https://t.co/ievNioZ0LD",Sat Dec 23 19:33:25 +0000 2017,0.0,0.0,0.0,1.0
@FoxNews,"Ben Stein: ""Of course @TheDemocrats only care about the deficit when the Republicans are in power... They don't wor… https://t.co/Pmfx55ZFB5",Sat Dec 23 19:30:04 +0000 2017,0.128,0.134,0.113,0.753
@FoxNews,".@AmbJohnBolton on Russian criticism of Ukraine weapons decision: ""I think Putin respects strength. I think he push… https://t.co/xWhYYBGM3H",Sat Dec 23 19:27:11 +0000 2017,-0.0772,0.226,0.239,0.535
@FoxNews,".@AmbJohnBolton on supplying Ukraine with lethal weapons: ""The notion that Ukraine somehow by now getting assistanc… https://t.co/Lk6BsP5fzK",Sat Dec 23 19:22:41 +0000 2017,-0.4404,0.0,0.153,0.847
@CBS,"Rapper @BustaRhymes pays tribute to @LLCoolJ, performing his hit song ""Mama Said Knock You Out"" at The 40th Annual… https://t.co/CRjQArUqwd",Sat Dec 23 16:21:17 +0000 2017,0.0,0.0,0.0,1.0
@CBS,"Oh, what fun it is to stream! Start a 1-month FREE trial of #CBSAllAccess now. Use promo code BINGE by 1/2:… https://t.co/rSAnDJDgbI",Sat Dec 23 15:00:02 +0000 2017,0.8236,0.286,0.0,0.714
@CBS,CBS stars are glowing with holiday spirit! See how the stars are getting festive this season:… https://t.co/7qYTHoxFIc,Sat Dec 23 12:37:04 +0000 2017,0.7712,0.355,0.0,0.645
@CBS,Spread some holiday cheer and laugh along with Dick Van Dyke and Mary Tyler Moore in two back-to-back episodes of T… https://t.co/N89JoYvXZW,Sat Dec 23 07:24:44 +0000 2017,0.743,0.311,0.107,0.583
@CBS,Come home for the holidays with Lucy and Ricky in the I Love Lucy Christmas Special! Stream the full show:… https://t.co/s7f9mjEtER,Sat Dec 23 06:39:45 +0000 2017,0.8687,0.365,0.0,0.635
@CBS,"Tonight at 9/8c, gather the family for two hilarious episodes of this classic sitcom in The Dick Van Dyke Show- Now… https://t.co/YcyECVr2NN",Sat Dec 23 01:38:37 +0000 2017,-0.1531,0.104,0.127,0.769
@CBS,Get ready to laugh in the holidays tonight with Lucy and the gang in the I Love Lucy Christmas Special at 8/7c! Str… https://t.co/txU2TwXWOg,Sat Dec 23 00:39:52 +0000 2017,0.9422,0.469,0.0,0.531
@CBS,"Tonight, ring in the holidays with two back-to-back episodes of a timeless comedy classic, now in color! Watch the… https://t.co/skJsgJdQel",Fri Dec 22 19:35:35 +0000 2017,0.6588,0.241,0.0,0.759
@CBS,"Groundbreaking, daring, fearless. This is CBS All Access Originals. 

Sign up now to watch @StarTrekCBS,… https://t.co/kvPsJafYrN",Fri Dec 22 18:03:20 +0000 2017,0.6597,0.278,0.0,0.722
@CBS,2017 Honoree @LLCoolJ is the first hip-hop artist recognized at the #KCHonors! Learn more about the @NCISLA star's… https://t.co/eK91KdBNpG,Fri Dec 22 14:04:52 +0000 2017,0.5255,0.159,0.0,0.841
@CBS,"She's at it again! Tomorrow, relive Lucy's hilarious antics during the I Love Lucy Christmas Special at 8/7c on CBS… https://t.co/g01UGGLEDk",Thu Dec 21 12:04:04 +0000 2017,0.8718,0.368,0.0,0.632
@CBS,"RT @survivorcbs: 6 heroes, 6 healers, 6 hustlers, but only 1 sole #Survivor. Ready to find out who it is? Tune in to the #SurvivorFinale no…",Thu Dec 21 01:04:27 +0000 2017,0.6597,0.213,0.0,0.787
@CBS,Watch @kelly_clarkson deliver a moving performance of 'Christmas Eve' during A Home for the Holidays with… https://t.co/TAcstl7VYh,Wed Dec 20 23:00:04 +0000 2017,0.3818,0.157,0.0,0.843
@CBS,"In two days, celebrate the holidays with the gang with two back-to-back episodes of the classic sitcom during the I… https://t.co/FRr8jX7MXZ",Wed Dec 20 21:08:10 +0000 2017,0.743,0.249,0.0,0.751
@CBS,2017 Honoree @LLCoolJ salutes James Brown for paving the way for artists like himself. Don't miss The 40th Annual K… https://t.co/310Wfk7EoW,Wed Dec 20 20:10:15 +0000 2017,0.7222,0.281,0.0,0.719
@CBS,Singer-songwriter @JoshGroban delivers a powerhouse performance while raising awareness of adoption through foster… https://t.co/FiQKJdx7Ty,Wed Dec 20 19:31:47 +0000 2017,0.0,0.0,0.0,1.0
@CBS,Do you know all the nominees for Album Of The Year? Get familiar with this year's GRAMMY®  Award nominees ahead of… https://t.co/GYnxLT3n4p,Wed Dec 20 15:30:01 +0000 2017,0.5423,0.143,0.0,0.857
@CBS,RT @survivorcbs: This finale is going to be unlike any ending in the history of #Survivor. Don't miss the finale + reunion all starting Wed…,Wed Dec 20 01:01:19 +0000 2017,0.1139,0.059,0.0,0.941
@CBS,"This Friday, gather around the tree and celebrate the holidays with Lucille Ball! Watch two colorized back-to-back… https://t.co/4wopbmS4ez",Wed Dec 20 00:14:34 +0000 2017,0.7644,0.292,0.0,0.708
@CBS,Kevin and Vanessa took a trip back in time on last night's #KevinCanWait. Watch the latest episode now:… https://t.co/SAqbLOd1Pg,Tue Dec 19 21:12:50 +0000 2017,0.0,0.0,0.0,1.0
@CBS,"Find out how to watch A Home for the Holidays with @JoshGroban, featuring performances by @Kelly_Clarkson,… https://t.co/Y6zrR9PigH",Tue Dec 19 21:00:03 +0000 2017,0.3818,0.148,0.0,0.852
@CBS,"In one week, celebrate a night of legends when @LionelRichie, @GloriaEstefan, Carmen de Lavallade (@CarmenDances),… https://t.co/u7eXxb521H",Tue Dec 19 15:30:04 +0000 2017,0.5719,0.209,0.0,0.791
@CBS,"Kick off The 60th Annual #GRAMMYs with @NancyODell, @KevinFrazier &amp; @KeltieKnight as they go behind the scenes with… https://t.co/J6KDEGV1g1",Tue Dec 19 14:42:58 +0000 2017,0.0,0.0,0.0,1.0
@CBS,"Country crooner Luke Bryan (@LukeBryanOnline) honors @LionelRichie with a smooth rendition of his original song, 'P… https://t.co/XIF7ESukR8",Tue Dec 19 00:39:07 +0000 2017,0.6808,0.286,0.0,0.714
@CBS,The search is on to find the pro football player with the best off-the-field talent. Vote for your favorite player… https://t.co/7uXC3SEz96,Mon Dec 18 22:53:34 +0000 2017,0.875,0.357,0.0,0.643
@CBS,"It's the greatest gift a family can give. Celebrate adoption with superstars @JoshGroban, @Kelly_Clarkson,… https://t.co/1wc6meuGF7",Mon Dec 18 21:32:25 +0000 2017,0.8957,0.495,0.0,0.505
@CBS,"Mark your calendars! @NCISLA star @LLCoolJ will host MVP: Most Valuable Performer, a new interactive talent show to… https://t.co/s2LilAv50X",Mon Dec 18 18:40:55 +0000 2017,0.7569,0.288,0.0,0.712
@CBS,"Approximate start times for #CBS tonight (East &amp; Midwest):
#60Minutes 7:38p/6:38c
#WisdomoftheCrowd 8:38p/7:38c… https://t.co/tFKrUBcv8B",Mon Dec 18 00:42:56 +0000 2017,0.0,0.0,0.0,1.0
@CBS,"RT @kencen: Look back on favorite #KCHonors tributes before the Dec. 26 @CBS broadcast! From 2002: @aliciakeys sings ""Bridge Over Troubled…",Mon Dec 18 00:00:40 +0000 2017,0.5093,0.141,0.0,0.859
@CBS,"This Friday, you won't want to miss this priceless treasure when the I Love Lucy Christmas Special airs at 8/7c on… https://t.co/oyC9YDno00",Sun Dec 17 17:48:58 +0000 2017,0.8527,0.38,0.044,0.576
@CBS,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 week FREE (not available on mobile phones… https://t.co/cNMa11dmza,Sun Dec 17 15:39:38 +0000 2017,0.7798,0.275,0.0,0.725
@CBS,RT @HawaiiFive0CBS: Was it all a dream? Catch up on the #H50 Fall Finale: https://t.co/PDeOIaDGqu https://t.co/msEijhSSJH,Sat Dec 16 18:29:05 +0000 2017,0.25,0.125,0.0,0.875
@CBS,"In less than a week, Lucy and Ricky will return to your screens... in full color! Don't miss two back-to-back episo… https://t.co/rtmvB5Cj1D",Sat Dec 16 12:00:07 +0000 2017,0.1867,0.08,0.0,0.92
@CBS,Do you know all the nominees for Record Of The Year? Get familiar with this year's GRAMMY® Award nominees ahead of… https://t.co/lXDIu1STfq,Fri Dec 15 20:23:58 +0000 2017,0.5423,0.143,0.0,0.857
@CBS,'Elton John: I'm Still Standing - A GRAMMY® Salute' will celebrate Elton John's legendary career and timeless hits!… https://t.co/6M38jQQpTA,Fri Dec 15 14:43:08 +0000 2017,0.6114,0.2,0.0,0.8
@CBS,"Get to know 2017 Kennedy Center honorees @LLCoolJ, Carmen de Lavallade (@CarmenDances), @GloriaEstefan,… https://t.co/RGe3zqmY08",Thu Dec 14 19:13:25 +0000 2017,0.5106,0.202,0.0,0.798
@CBS,"So close, yet so far away. Which #Survivor Castaways Will Earn Their Spot In The Final Five? More:… https://t.co/efeBVa4p26",Wed Dec 13 23:20:01 +0000 2017,0.0,0.0,0.0,1.0
@CBS,RT @BandB_CBS: Take a walk down #BoldandBeautiful memory lane! RT your favorite #Steam moment. https://t.co/kxeD2br8Tc,Wed Dec 13 18:56:58 +0000 2017,0.5093,0.202,0.0,0.798
@CBS,"RT @thegoodfight: Court is back in session. Season 2 of #TheGoodFight premieres March 4, exclusively on CBS All Access: https://t.co/Niu5a8…",Tue Dec 12 20:34:16 +0000 2017,0.0,0.0,0.0,1.0
@CBS,Only two weeks until The 40th Annual Kennedy Center Honors air on December 26! Look back on four decades of inspiri… https://t.co/z4J8sfs55V,Tue Dec 12 19:04:59 +0000 2017,0.5562,0.146,0.0,0.854
@CBS,"Mark your calendars! The 53rd Academy Of Country Music Awards will air Sunday, April 15 on CBS!… https://t.co/yYPc5rCiMW",Tue Dec 12 17:13:52 +0000 2017,0.555,0.174,0.0,0.826
@CBS,The search is on to find the pro football player with the best off-the-field talent! Vote for your favorite perform… https://t.co/musmVXrRJz,Mon Dec 11 21:29:33 +0000 2017,0.8832,0.364,0.0,0.636
@CBS,RT @MadamSecretary: No D.C. holiday party is complete without some political persuasion and a covert sting to bust a corrupt senator. 🎄⭐️ S…,Mon Dec 11 19:05:21 +0000 2017,0.4939,0.211,0.086,0.703
@CBS,"Due to NFL overrun, CBS is delayed 8 mins in the following ET &amp; CT markets: Hunstville, AL, Bowling Green, KY, MS,… https://t.co/gbwhgooEQd",Mon Dec 11 00:26:50 +0000 2017,-0.2263,0.0,0.083,0.917
@CBS,"Due to NFL overrun CBS is delayed 7 mins in the following ET &amp; CT markets Tampa, Chicago, Maryland, Michigan, Wash… https://t.co/driVgCiX7D",Mon Dec 11 00:25:54 +0000 2017,-0.2263,0.0,0.087,0.913
@CBS,"RT @NoActivityCBS: If you want the intel, you get the tickles. 😂 Stream the first 5 episodes of #NoActivity now: https://t.co/Wzq9bVOhGN ht…",Sun Dec 10 22:49:02 +0000 2017,0.0772,0.064,0.0,0.936
@CBS,RT @startrekcbs: .@albinokid and @wcruz73 are breaking new ground in #StarTrekDiscovery. 🏳️‍🌈 Stream chapter 1 on CBS All Access: https://t…,Sun Dec 10 22:48:46 +0000 2017,0.0,0.0,0.0,1.0
@CBS,Don’t miss America’s Game! Stream the Army-Navy game LIVE today at 3PM ET with a FREE trial of #CBSAllAccess:… https://t.co/38udnQj2vs,Sat Dec 09 18:24:37 +0000 2017,0.5754,0.189,0.07,0.742
@CBS,"There's still time before we have to say so long! Catch up with Carol Burnett, her original castmates and special g… https://t.co/WTiK8dzaXO",Sat Dec 09 01:11:51 +0000 2017,0.6476,0.209,0.0,0.791
@CBS,RT @bigbangtheory: It's the biggest best friend breakup of the year... 😱 Stream the latest full episode of #BigBangTheory: https://t.co/iIw…,Fri Dec 08 23:35:41 +0000 2017,0.8126,0.303,0.0,0.697
@CBS,"RT @AmazingRaceCBS: Presenting... the 30th cast of the #AmazingRace! Made up of champions and winners, this is quite literally the most com…",Thu Dec 07 18:23:03 +0000 2017,0.7777,0.254,0.0,0.746
@CBS,Do you know all the nominees for Song Of The Year? Get familiar with this year's GRAMMY® Award nominees ahead of Mu… https://t.co/I6hhOtfQjb,Thu Dec 07 12:07:06 +0000 2017,0.5423,0.137,0.0,0.863
@CBS,"A new Twilight Zone original series is coming exclusively to CBS All Access in association with @JordanPeele,… https://t.co/fVYnhUASee",Wed Dec 06 17:32:28 +0000 2017,0.3182,0.126,0.0,0.874
@CBS,RT @SuperiorDonuts: You'll want to check this box! ☑︎ Stream the latest episode of #SuperiorDonuts: https://t.co/h1xhKLCAPl https://t.co/d8…,Tue Dec 05 19:21:31 +0000 2017,0.1511,0.09,0.0,0.91
@CBS,RT @YoungSheldon: Wondering what it's like behind the scenes of #YoungSheldon? Let star @OfficialRaeganR take you on a tour of the set! htt…,Tue Dec 05 19:14:00 +0000 2017,0.4199,0.117,0.0,0.883
@CBS,The Kennedy Center Honors recognizes the lifetime contributions of all types of performance artists. Watch the 40th… https://t.co/azF3rW2ptw,Tue Dec 05 00:54:16 +0000 2017,0.5106,0.163,0.0,0.837
@CBS,RT @YoungSheldon: There's something @elonmusk never told you about @spacex's Falcon 9. 📓  #YoungSheldon https://t.co/bu3W0IC8zN,Tue Dec 05 00:03:06 +0000 2017,0.0,0.0,0.0,1.0
@CBS,"Just like old times, Carol Burnett bumps up the lights and answers questions from the audience. Catch up on The Car… https://t.co/9r7WI8d1tZ",Mon Dec 04 20:52:31 +0000 2017,0.3612,0.106,0.0,0.894
@CBS,Star comedian @JimCarrey gets emotional when he expresses his heartfelt thanks to Carol Burnett for her positive in… https://t.co/5QCejBcg5T,Mon Dec 04 19:22:07 +0000 2017,0.9217,0.504,0.0,0.496
@CBS,Take a trip down memory lane with Carol Burnett for a special tribute you'll never forget. Catch up on The Carol Bu… https://t.co/XBINDav614,Mon Dec 04 07:14:06 +0000 2017,0.5213,0.187,0.0,0.813
@CBS,"RT @JLawlorNY: So, ok...maybe I'm crying at at the #CarolBurnett50 finale with everyone singing her theme song! #ImSoGladWeHadThisTimeToget…",Mon Dec 04 03:02:00 +0000 2017,-0.5655,0.0,0.177,0.823
@CBS,RT @junerenee: A true classic and favorite!! Love #CarolBurnett50 laughed and cried...just like before!,Mon Dec 04 03:01:09 +0000 2017,0.9466,0.672,0.0,0.328
@CBS,RT if you’ve loved reliving these classic moments during #CarolBurnett50 https://t.co/I1tIWeSlsQ,Mon Dec 04 02:51:35 +0000 2017,0.5994,0.281,0.0,0.719
@CBS,RT @Mom101: I can't tell you the joy of seeing my 10yo laughing at this. Especially the Tim Conway dentist sketch.  #CarolBurnett50,Mon Dec 04 02:49:27 +0000 2017,0.7906,0.269,0.0,0.731
@CBS,"RT @AdeleAndMike: Thank You for bringing back such wonderful memories, the entire family would gather to watch, and we would then laugh abo…",Mon Dec 04 02:47:39 +0000 2017,0.8689,0.329,0.0,0.671
@CBS,RT @tessab13: The Siamese Elephants skit on the Carol Burnett show is such a classic and possibly my favorite. Loved Tim Conway! #CarolBurn…,Mon Dec 04 02:43:14 +0000 2017,0.8016,0.264,0.0,0.736
@CBS,RT @inezpanebianco: @OfficialBPeters and Carol Burnett reminiscing back on the carol burnett show is my idea of a perfect night ❤️ #CarolBu…,Mon Dec 04 02:26:30 +0000 2017,0.5719,0.156,0.0,0.844
@CBS,"What a performance by @OfficialBPeters, @KChenoweth, Carol Burnett, Steve Lawrence, and @StephenAtHome!… https://t.co/DqewQ6ASQp",Mon Dec 04 02:22:42 +0000 2017,0.0,0.0,0.0,1.0
@CBS,RT @jonjeffryes: Bob Mackie created 65 costumes a week for The Carol Burnett Show #CarolBurnett50,Mon Dec 04 02:12:59 +0000 2017,0.25,0.133,0.0,0.867
@CBS,RT @bmayberry92: Steve Carell with that video submission though! 😂 #carolburnett50,Mon Dec 04 01:56:26 +0000 2017,0.0,0.0,0.0,1.0
@CBS,She’s still got it! #CarolBurnett50 https://t.co/zTxZc5zrqP,Mon Dec 04 01:55:44 +0000 2017,0.0,0.0,0.0,1.0
@CBS,RT @BobMackie: Our friend Tim Conway never failed to make us laugh #CarolBurnett50,Mon Dec 04 01:43:24 +0000 2017,0.8591,0.487,0.0,0.513
@CBS,RT @bpeters99: #CarolBurnett50  Am I the Only one with tears in my eyes while I give a standing ovation from my couch? One of the most bril…,Mon Dec 04 01:33:37 +0000 2017,-0.2263,0.0,0.076,0.924
@CBS,RT @SuperJen1117: This show is awesome...Some of the funniest women together on one stage 🙌🏼❤️ #CarolBurnett50,Mon Dec 04 01:24:51 +0000 2017,0.5574,0.194,0.0,0.806
@CBS,These two are just like sisters ❤️ #CarolBurnett50 https://t.co/EPpyf2kOuV,Mon Dec 04 01:13:30 +0000 2017,0.3612,0.238,0.0,0.762
@CBS,RT @chattie: Watching #carolburnett50  can’t quit smiling. Brings me memories of watching on Saturday nights with my mom and grandma.,Mon Dec 04 01:11:57 +0000 2017,0.4588,0.136,0.0,0.864
@CBS,RT @DanRocks98: Settling in for the #CarolBurnett50 special. This lady is comedy gold! A true staple of my childhood.,Mon Dec 04 01:05:31 +0000 2017,0.807,0.356,0.0,0.644
@CBS,She’s back! Tune in now to see The Carol Burnett 50th Anniversary Special on CBS and CBS All Access. #CarolBurnett50 https://t.co/HhvRmT5AR0,Mon Dec 04 01:00:09 +0000 2017,0.4574,0.13,0.0,0.87
@CBS,"Due to #NFL football overrun #CBS is delayed 11 min in: 
Atlanta 
Baltimore 
Columbus
Cleveland 
Toledo
Detroit
Fli… https://t.co/oCkn11yJOR",Mon Dec 04 00:25:16 +0000 2017,-0.2263,0.0,0.095,0.905
@CBS,Relive the laughter and the magic in this star-studded tribute to everyone's favorite classic comedy show. Don't mi… https://t.co/WV6jxBnRAt,Sun Dec 03 20:00:02 +0000 2017,0.8271,0.352,0.0,0.648
@CBS,"Tonight, spend an evening together with Carol Burnett and celebrity friends as they celebrate The Carol Burnett 50t… https://t.co/uH2uM9cJFS",Sun Dec 03 18:44:14 +0000 2017,0.7783,0.286,0.0,0.714
@CBS,Carol Burnett credits the close-knit cast for the success of her show. Join her and original cast members Vicki Law… https://t.co/1rlNPUS5EJ,Sun Dec 03 17:32:01 +0000 2017,0.8658,0.386,0.0,0.614
@CBS,Carol Burnett and friends reflect on how the show became an instant classic that's still celebrated today! Join the… https://t.co/lZgVz9XSyM,Sun Dec 03 13:00:04 +0000 2017,0.8516,0.353,0.0,0.647
@CBS,"Tonight, celebrate with Carol Burnett, Vicki Lawrence, Lyle Waggoner &amp; more special guests! Find out how to watch T… https://t.co/Rhm6RJ34u2",Sun Dec 03 12:00:01 +0000 2017,0.7897,0.28,0.0,0.72
@CBS,Stream Indiana at Michigan LIVE today at 12:30PM ET with a 1-month FREE trial of #CBSAllAccess. Just use promo code… https://t.co/xRem3zSyEQ,Sat Dec 02 15:55:39 +0000 2017,0.6166,0.175,0.0,0.825
@CBS,Kristin Chenoweth (@KChenoweth) explains why audiences still crave Carol Burnett! Don't miss The Carol Burnett 50th… https://t.co/kM92NTtTfs,Sat Dec 02 14:30:03 +0000 2017,0.1867,0.098,0.0,0.902
@CBS,"Catch up on this amazing lineup of music specials! Here's how to watch Bruno Mars: 24K Magic Live at the Apollo, Th… https://t.co/Jit2CzZJCY",Sat Dec 02 13:00:07 +0000 2017,0.6996,0.179,0.0,0.821
@CBS,Missed Bruno Mars: 24K Magic Live at the Apollo? Keep up! Watch the full show: https://t.co/itXpGB5gRm #BrunoMars https://t.co/8yyQlC1LML,Sat Dec 02 12:00:03 +0000 2017,-0.3595,0.0,0.128,0.872
@CBS,Reminisce with these classic photos and get ready to relive the magic when The Carol Burnett 50th Anniversary Speci… https://t.co/yJQEzCjoSA,Fri Dec 01 22:43:05 +0000 2017,0.3612,0.116,0.0,0.884
@CBS,"RT @LivinBiblically: In the beginning, there was Chip. And lo! Chip had a revelation. #LivingBiblically is a new comedy premiering Monday,…",Fri Dec 01 22:15:28 +0000 2017,0.4199,0.134,0.0,0.866
@CBS,"Discover these pro football stars' off-the-field talents in MVP: Most Valuable Performer, airing Jan 25 on CBS! Fin… https://t.co/g8jSRW8mQf",Fri Dec 01 21:00:12 +0000 2017,0.7707,0.282,0.0,0.718
@CBS,"Find out when #BigBrother celebrity edition, #AmazingRace, #Survivor, new drama @instinctcbs and new comedy… https://t.co/4Psl74zcCB",Fri Dec 01 20:17:18 +0000 2017,0.0,0.0,0.0,1.0
@CBS,Actress @BethBehrs explains why Carol Burnett is her hero! Celebrate her lasting influence with The Carol Burnett 5… https://t.co/Lnt5P9jEu0,Fri Dec 01 19:32:18 +0000 2017,0.8221,0.309,0.0,0.691
@CBS,"RT @instinctcbs: New drama #Instinct, starring @Alancumming, premieres Sunday, March 11 on @CBS! https://t.co/aaL0JXpqav",Fri Dec 01 18:40:34 +0000 2017,0.0,0.0,0.0,1.0
@CBS,"RT @AmazingRaceCBS: On your marks... #AmazingRace returns Wednesday, January 3! https://t.co/XMSJSUymUZ",Fri Dec 01 18:16:37 +0000 2017,0.0,0.0,0.0,1.0
@CBS,RT @CBSBigBrother: Mark. Your. Calendars. The celebrity edition of #BigBrother premieres February 7! https://t.co/nP3Do6jTwM,Fri Dec 01 18:10:11 +0000 2017,0.0,0.0,0.0,1.0
@CBS,The Angels await you... catch up on the world's most celebrated fashion show now! Watch the full 2017… https://t.co/xfYDbEzpfX,Fri Dec 01 14:00:04 +0000 2017,0.6893,0.251,0.0,0.749
@CBS,"Comedy stars Amy Poehler, Bill Hader, @MayaRudolph &amp; @TraceeEllisRoss give the legendary Tarzan yell a try- but no… https://t.co/lrrHE2f9Nv",Fri Dec 01 12:00:03 +0000 2017,0.1901,0.093,0.0,0.907
@CBS,Action-adventure series 'Blood &amp; Treasure' has been picked up for broadcast in Summer 2019: https://t.co/gAjqbF5bYh https://t.co/3cTBH9AKFI,Fri Dec 01 01:31:30 +0000 2017,0.296,0.128,0.0,0.872
@CBS,Carol Burnett visited @TheTalkCBS to discuss how she got her start in show business! Watch The Carol Burnett 50th A… https://t.co/EyqmFWZHEC,Thu Nov 30 21:10:19 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,Why the new blood pressure guidelines could lead to harm https://t.co/L74nOmWJ0t,Sun Dec 24 04:16:56 +0000 2017,-0.6908,0.0,0.388,0.612
@nytimes,Joan Walsh’s Contract at MSNBC Is Not Renewed https://t.co/9BceE2aHwp,Sun Dec 24 03:59:43 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,"Somewhere between a food truck and a food tent, you'll find the Cubert https://t.co/veVK9lyJIR",Sun Dec 24 03:56:47 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,"In an absurdly perfect English village, John Rutter lives in a manor house, where he composes Christmas  https://t.co/uLTxpyQrd1",Sun Dec 24 03:37:10 +0000 2017,0.5719,0.188,0.0,0.812
